,38.29,38.29.1,38.29.2,38.29.3,38.29.4,38.29.5,38.66,38.66.1,38.66.2,38.66.3,1
3364,41.78,40.77,39.6,38.59,37.58,36.74,35.91,35.07,34.4,33.56,-1
3365,32.89,32.21,31.54,30.87,30.2,29.53,28.86,28.36,27.85,27.18,-1
3366,26.85,26.34,26.01,25.5,25.34,25.0,24.5,24.16,23.66,23.32,-1
3367,22.99,22.82,22.48,22.15,21.98,21.64,21.31,21.14,20.81,20.64,-1
3368,20.47,19.97,19.8,19.63,19.46,19.3,19.13,18.96,18.79,18.62,-1
3369,18.46,18.29,18.29,18.12,17.95,17.95,17.79,17.62,17.62,17.62,-1
3370,17.62,17.45,17.45,17.28,17.28,17.28,17.11,16.95,16.95,16.95,-1
3371,16.95,16.78,16.78,16.78,16.61,16.61,16.61,16.61,16.44,16.44,-1
3372,16.28,16.28,16.28,16.28,16.28,16.28,16.11,16.11,16.11,16.11,-1
3373,16.11,15.94,15.94,15.94,15.94,15.94,15.94,15.77,15.77,15.77,-1
3374,15.77,15.77,15.77,15.6,15.6,15.6,15.6,15.6,15.44,15.44,-1
3375,15.44,15.6,15.44,15.44,15.44,15.44,15.44,15.44,15.27,15.27,-1
3376,15.44,15.27,15.27,15.27,15.27,15.27,15.1,15.1,15.27,15.1,-1
3377,15.1,15.27,15.1,15.1,15.1,15.1,15.1,14.93,15.1,14.93,-1
3378,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,-1
3379,14.93,14.77,14.93,14.93,14.77,14.77,14.77,14.77,14.77,14.77,-1
3380,14.77,14.77,14.77,14.6,14.77,14.77,14.6,14.77,14.77,14.77,-1
3381,24.83,26.01,27.18,28.19,28.86,29.7,30.37,30.87,31.54,31.88,1
3382,32.38,32.72,33.22,33.56,33.89,34.06,34.4,34.56,34.9,35.23,1
3383,35.4,35.57,35.74,36.07,36.24,36.41,36.58,36.74,36.91,37.08,1
3384,37.25,37.58,37.58,37.75,38.09,38.26,38.26,38.42,38.59,38.93,1
3385,38.93,39.26,39.43,39.6,39.77,39.93,40.1,40.27,40.44,40.6,1
3386,40.77,40.94,41.11,41.28,41.44,41.61,41.78,41.95,42.11,42.28,1
3387,42.45,42.62,42.62,42.79,42.95,43.12,43.12,43.29,43.46,43.62,1
3388,43.79,43.96,44.13,44.3,44.46,44.63,44.8,44.8,44.97,45.13,1
3389,45.3,45.47,45.64,45.81,45.97,46.14,46.31,46.31,46.48,46.64,1
3390,46.64,46.81,46.98,47.15,47.32,47.48,47.65,47.82,47.99,47.99,1
3391,48.15,48.32,48.49,48.49,48.66,48.83,48.83,48.99,49.16,49.33,1
3392,49.5,49.66,49.66,49.83,50.0,50.0,50.17,50.34,50.5,50.5,1
3393,50.67,50.84,50.84,51.01,51.17,51.34,51.34,51.51,51.51,51.68,1
3394,51.68,51.85,52.01,52.01,52.18,52.35,52.35,52.52,52.68,52.68,1
3395,52.68,52.85,52.85,53.02,53.02,53.02,53.19,53.19,53.36,53.52,1
3396,53.52,53.69,53.69,53.69,53.86,53.86,53.86,53.86,54.03,54.03,1
3397,54.19,54.19,54.36,54.36,54.36,54.53,54.53,54.53,54.53,54.53,1
3398,54.7,54.7,54.7,54.7,54.7,54.87,55.03,55.03,55.03,55.03,1
3399,55.03,55.03,55.03,55.03,55.2,55.2,55.2,55.2,55.37,55.37,1
3400,55.37,55.54,55.37,55.37,55.37,55.37,55.37,55.37,55.37,55.37,1
3401,55.2,55.37,55.2,55.03,54.87,54.7,54.53,54.36,54.19,54.03,-1
3402,53.86,53.52,53.36,53.19,52.85,52.52,52.01,51.51,51.01,50.34,-1
3403,49.83,49.16,48.49,47.82,47.32,46.64,45.97,45.47,44.8,44.13,-1
3404,43.46,42.95,42.28,41.78,41.11,40.44,39.6,38.76,38.09,36.91,-1
3405,35.91,34.9,33.72,32.72,31.71,30.7,29.87,29.19,28.52,27.85,-1
3406,27.35,26.85,26.34,25.84,25.5,25.17,24.83,24.5,24.16,23.83,-1
3407,23.66,23.32,22.99,22.82,22.48,22.48,22.32,21.98,21.64,21.64,-1
3408,21.31,21.14,20.97,20.81,20.64,20.47,20.3,20.13,19.97,19.8,-1
3409,19.63,19.63,19.46,19.3,19.13,18.96,18.79,18.79,18.79,18.62,-1
3410,18.46,18.29,18.29,18.12,17.95,17.79,17.79,17.62,17.62,17.45,-1
3411,17.45,17.28,17.11,17.11,16.95,16.95,16.95,16.95,16.78,16.78,-1
3412,16.78,16.78,16.78,16.78,16.61,16.61,16.44,16.61,16.44,16.44,-1
3413,16.44,16.28,16.28,16.28,16.28,16.28,16.11,16.11,16.11,16.11,-1
3414,16.11,16.11,15.94,15.94,15.94,15.94,15.77,15.77,15.77,15.77,-1
3415,15.77,15.6,15.6,15.6,15.6,15.6,15.6,15.44,15.44,15.27,-1
3416,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,-1
3417,15.27,15.1,15.27,15.27,15.27,15.27,15.1,15.1,15.1,15.1,-1
3418,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.93,15.1,-1
3419,15.1,15.1,15.1,15.1,14.93,15.1,15.1,15.1,14.93,14.93,-1
3420,15.1,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,-1
3421,25.84,26.85,27.85,28.86,29.7,30.37,30.87,31.54,32.21,32.55,1
3422,33.05,33.56,33.89,34.23,34.56,34.9,35.07,35.4,35.74,35.91,1
3423,36.24,36.41,36.58,36.91,37.08,37.08,37.42,37.58,37.75,37.92,1
3424,38.09,38.26,38.42,38.76,38.76,39.09,39.09,39.26,39.43,39.6,1
3425,39.77,39.93,40.1,40.27,40.6,40.6,40.94,41.11,41.28,41.44,1
3426,41.44,41.61,41.78,41.95,41.95,42.11,42.28,42.45,42.45,42.79,1
3427,42.95,43.12,43.12,43.29,43.46,43.62,43.79,43.79,43.96,44.13,1
3428,44.3,44.46,44.63,44.8,44.97,45.13,45.3,45.3,45.47,45.64,1
3429,45.81,45.97,46.14,46.31,46.48,46.64,46.64,46.81,46.98,46.98,1
3430,47.15,47.32,47.48,47.65,47.65,47.82,47.82,47.82,47.82,47.82,1
3431,5.0,7.0,8.0,9.0,9.0,10.0,11.0,12.0,13.0,13.0,1
3432,14.0,15.0,16.0,17.0,19.0,20.0,21.0,22.0,23.0,24.0,1
3433,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,1
3434,1.27,1.27,1.27,1.27,1.13,1.27,1.27,1.27,1.27,1.27,-1
3435,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,-1
3440,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.13,1.27,-1
3446,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.13,-1
3447,1.13,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.13,1.27,-1
3448,1.27,1.13,1.27,1.27,1.27,1.27,1.13,1.27,1.27,1.27,-1
3449,1.27,1.27,1.13,1.13,1.13,1.13,1.27,1.13,1.27,1.27,-1
3450,1.27,1.13,1.27,1.27,1.27,1.27,1.27,1.13,1.27,1.27,-1
3451,1.27,1.13,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,-1
3452,1.13,1.13,1.27,1.27,1.27,1.13,1.27,1.27,1.13,1.27,-1
3453,1.27,1.27,1.27,1.13,1.27,1.27,1.13,1.27,1.27,1.27,-1
3454,1.27,1.27,1.27,1.27,1.13,1.27,1.27,1.13,1.27,1.27,-1
3456,1.27,1.27,1.27,1.13,1.27,1.27,1.27,1.13,1.27,1.27,-1
3458,1.27,1.27,1.27,1.27,1.27,1.13,1.27,1.13,1.27,1.27,-1
3459,1.27,1.27,1.27,1.27,1.13,1.27,1.13,1.27,1.13,1.27,-1
3460,1.27,1.27,1.27,1.13,1.27,1.27,1.27,1.27,1.13,1.27,-1
3461,1.27,1.13,1.27,1.13,1.27,1.13,1.27,1.27,1.27,1.27,-1
3463,1.13,1.13,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,-1
3465,1.27,1.27,1.27,1.27,1.27,1.27,1.13,1.27,1.13,1.27,-1
3466,1.27,1.27,1.13,1.27,1.27,1.27,1.27,1.27,1.13,1.27,-1
3470,1.13,1.27,1.13,1.27,1.27,1.27,1.27,1.13,1.27,1.27,-1
3472,1.27,1.27,1.27,1.27,1.13,1.27,1.13,1.27,1.27,1.27,-1
3476,1.27,1.27,1.27,1.27,1.27,1.13,1.27,1.13,1.27,1.13,-1
3483,1.27,1.27,1.27,1.27,1.27,1.41,1.27,1.27,1.27,1.27,-1
3484,1.41,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,-1
3489,1.27,1.27,1.27,1.41,1.27,1.27,1.27,1.27,1.27,1.27,-1
3493,1.27,1.27,1.27,1.27,1.27,1.13,1.27,1.27,1.27,1.27,-1
3494,1.27,1.27,1.27,1.27,1.27,1.27,1.13,1.27,1.27,1.27,-1
3496,1.27,1.27,1.13,1.27,1.27,1.27,1.27,1.13,1.13,1.27,-1
3508,1.27,1.27,1.27,1.27,1.27,1.13,1.27,1.27,1.27,1.13,-1
3511,1.13,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,-1
3517,1.27,1.27,1.27,1.27,1.27,1.27,1.13,1.27,1.13,1.13,-1
3532,1.27,1.27,1.13,1.27,1.27,1.27,1.13,1.27,1.27,1.27,-1
3539,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.13,1.27,1.27,-1
3546,1.27,1.13,1.27,1.13,1.27,1.27,1.27,1.27,1.27,1.27,-1
3566,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.41,-1
3581,1.27,1.41,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,-1
3583,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,-1
3723,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.53,-1
3732,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,-1
3881,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,-1
3894,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.24,-1
4030,8.42,8.07,7.54,7.37,6.84,6.67,6.49,6.14,5.96,5.61,-1
4031,5.44,5.26,5.09,4.91,4.74,4.56,4.39,4.21,4.04,3.86,-1
4032,3.86,3.68,3.51,3.51,3.51,3.51,3.33,3.33,3.16,3.16,-1
4033,3.16,3.16,2.98,2.98,2.98,2.81,2.81,2.81,2.63,2.63,-1
4034,2.63,2.63,2.46,2.46,2.46,2.46,2.46,2.28,2.28,2.28,-1
4035,2.28,2.28,2.11,2.28,2.11,2.11,2.11,2.11,2.11,2.11,-1
4036,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,-1
4037,2.11,2.11,2.11,1.93,1.93,1.93,1.93,2.11,2.11,1.93,-1
4038,1.93,1.93,2.11,1.93,1.93,1.93,2.11,1.93,1.93,1.93,-1
4039,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,2.11,-1
4040,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,1.93,-1
4045,1.93,1.93,1.75,1.93,1.93,1.93,1.75,1.75,1.93,1.93,-1
4047,1.93,1.93,1.93,1.93,1.93,1.75,1.93,1.93,1.93,1.93,-1
4048,1.93,1.93,2.28,2.28,2.28,2.28,2.46,2.63,2.81,2.98,1
4049,2.98,3.33,3.51,3.68,3.86,4.04,4.21,4.39,4.56,4.74,1
4050,4.91,5.09,5.26,5.44,5.61,5.79,6.14,6.32,6.67,7.02,1
4051,7.19,7.54,7.72,8.42,8.6,8.6,8.77,8.95,9.12,9.3,1
4052,9.65,10.0,10.18,10.35,10.7,10.7,11.05,11.4,11.58,11.75,1
4053,12.11,12.28,12.46,12.81,12.98,13.16,13.51,13.68,13.86,14.04,1
4054,14.39,14.74,14.91,15.09,15.44,15.61,15.79,16.14,16.32,16.49,1
4055,16.67,16.84,17.02,17.19,17.37,17.54,17.72,17.89,18.07,18.25,1
4056,18.42,18.6,18.77,18.95,19.12,19.3,19.3,19.47,19.47,19.82,1
4057,20.0,20.18,20.18,20.35,20.53,20.7,20.7,20.88,21.05,21.05,1
4058,21.23,21.23,21.4,21.58,21.75,21.75,21.93,22.11,22.28,22.28,1
4059,22.46,22.63,22.63,22.81,22.98,22.98,23.16,23.33,23.33,23.51,1
4060,23.51,23.68,23.68,23.86,24.04,24.04,24.21,24.39,24.39,24.56,1
4061,24.74,24.91,24.91,25.09,25.26,25.26,25.44,25.44,25.61,25.79,1
4062,25.79,25.96,26.14,26.14,26.32,26.49,26.49,26.67,26.84,26.84,1
4063,26.84,27.02,27.19,27.19,27.37,27.54,27.72,27.89,27.89,28.07,1
4064,28.07,28.25,28.25,28.42,28.42,28.6,28.6,28.77,28.95,29.3,1
4065,29.47,29.47,29.47,29.65,29.65,29.82,29.82,30.0,30.0,30.18,1
4066,30.35,30.35,30.53,30.7,30.88,30.88,30.88,31.05,31.05,31.23,1
4067,31.23,31.23,31.4,31.4,31.58,31.75,31.75,31.93,31.93,31.93,1
4068,32.11,32.11,32.11,31.75,31.58,30.88,28.77,27.37,25.09,23.68,-1
4069,21.93,20.35,18.77,17.19,15.61,14.04,12.63,11.58,10.35,9.65,-1
4070,9.12,8.6,8.25,8.07,7.72,7.37,7.02,6.84,6.84,6.84,-1
4071,6.67,6.67,6.49,6.32,6.32,6.14,5.96,5.96,5.96,5.79,-1
4072,5.79,5.79,5.61,5.44,5.26,5.26,5.09,5.09,4.91,4.91,-1
4073,4.74,4.74,4.74,4.56,4.56,4.39,4.39,4.21,4.04,4.04,-1
4074,3.86,3.68,3.51,3.51,3.33,3.16,3.16,3.16,3.16,3.16,-1
4075,2.98,3.16,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,-1
4076,2.98,2.98,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,-1
4077,2.63,2.81,2.81,2.81,2.63,2.63,2.63,2.63,2.46,2.63,-1
4078,2.63,2.63,2.63,2.63,2.63,2.63,2.46,2.46,2.46,2.46,-1
4079,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.28,-1
4080,2.28,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.28,2.28,-1
4081,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,-1
4084,2.46,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,-1
4086,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.11,-1
4087,2.28,2.28,2.28,2.28,2.11,2.28,2.28,2.28,2.28,2.28,-1
4088,2.46,2.46,2.63,2.63,2.81,2.98,2.98,3.16,3.33,3.51,1
4089,3.68,3.68,3.86,4.04,4.39,4.39,4.74,4.91,5.09,5.26,1
4090,5.44,5.61,5.96,6.14,6.32,6.49,6.84,7.02,7.19,7.37,1
4091,7.72,7.89,8.25,8.42,8.6,8.77,9.12,9.3,9.47,9.65,1
4092,10.0,10.18,10.35,10.53,10.7,10.88,11.05,11.23,11.58,11.75,1
4093,11.93,12.11,12.28,12.63,12.81,12.98,13.16,13.33,13.51,13.68,1
4094,13.86,14.04,14.21,14.39,14.56,14.74,14.91,15.09,15.26,15.44,1
4095,15.61,15.61,15.96,16.14,16.14,16.49,16.67,16.84,16.84,17.02,1
4096,17.19,17.37,17.54,17.72,17.89,18.07,18.25,18.42,18.42,18.77,1
4097,18.77,18.95,19.12,19.3,19.47,19.47,19.82,20.0,20.18,20.35,1
4098,20.7,20.88,21.05,21.23,21.23,21.4,21.58,21.58,21.75,21.93,1
4099,22.11,22.28,22.46,22.63,22.63,22.81,22.98,23.16,23.33,23.33,1
4100,23.51,23.68,23.86,24.04,24.04,24.39,24.39,24.56,24.74,24.91,1
4101,24.91,25.09,25.09,25.09,25.26,25.44,25.61,25.61,25.79,25.96,1
4102,26.14,26.14,26.32,26.32,26.32,26.49,26.49,26.49,26.67,26.67,1
4103,26.84,26.84,27.02,27.19,27.19,27.19,27.19,27.19,27.19,27.19,1
4104,27.37,27.37,27.37,27.54,27.54,27.72,27.89,27.89,27.89,27.89,1
4105,27.89,27.89,27.89,28.07,28.07,28.07,28.25,28.25,28.42,28.42,1
4106,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.77,28.77,1
4107,28.95,29.12,29.12,29.3,29.12,29.3,29.3,29.3,29.3,29.3,1
4108,29.12,28.95,27.54,26.14,24.21,22.63,21.4,20.18,18.95,17.54,-1
4109,16.14,14.74,13.16,11.93,10.7,9.47,8.6,7.89,7.19,6.49,-1
4110,5.96,5.44,5.09,4.74,4.39,4.21,3.86,3.68,3.51,3.33,-1
4111,3.16,2.98,2.98,2.81,2.81,2.63,2.63,2.46,2.46,2.46,-1
4112,2.46,2.46,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,-1
4113,2.28,2.28,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,-1
4114,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,-1
4116,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.63,2.63,2.46,-1
4117,2.63,2.46,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,-1
4118,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,-1
4119,2.63,2.81,2.63,2.81,2.81,2.81,2.81,2.81,2.81,2.81,-1
4120,2.81,2.63,2.81,2.81,2.81,2.63,2.81,2.63,2.63,2.81,-1
4121,2.63,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.63,2.81,-1
4122,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,-1
4124,2.81,2.81,2.81,2.81,2.81,2.63,2.81,2.81,2.81,2.63,-1
4126,2.81,2.81,2.81,2.81,2.81,2.63,2.81,2.81,2.81,2.81,-1
4128,2.81,2.81,2.81,2.81,2.98,2.98,2.98,3.16,3.16,3.16,1
4129,3.33,3.33,3.51,3.51,3.86,3.86,4.04,4.04,4.21,4.39,1
4130,4.56,4.74,4.91,5.09,5.26,5.44,5.61,5.79,5.96,6.14,1
4131,6.32,6.49,6.67,6.84,7.19,7.37,7.54,7.72,8.07,8.25,1
4132,8.42,8.6,8.77,9.12,9.3,9.47,9.65,10.0,10.18,10.35,1
4133,10.53,10.88,11.05,11.23,11.4,11.75,11.93,12.11,12.28,12.46,1
4134,12.63,12.81,13.16,13.16,13.33,13.51,13.68,13.86,14.04,14.21,1
4135,14.39,14.56,14.74,14.91,15.09,15.26,15.44,15.61,15.79,15.96,1
4136,16.14,16.32,16.49,16.67,16.67,16.84,17.02,17.19,17.54,17.54,1
4137,17.89,17.89,18.07,18.25,18.42,18.6,18.77,18.95,19.12,19.3,1
4138,19.47,19.65,19.82,20.0,20.18,20.7,20.88,21.05,21.23,21.4,1
4139,21.58,21.58,21.75,22.11,22.28,22.46,22.81,22.81,23.16,23.16,1
4140,23.33,23.51,23.68,23.86,23.86,24.04,24.21,24.39,24.56,24.74,1
4141,24.91,25.09,25.26,25.44,25.44,25.61,25.61,25.79,25.79,25.96,1
4142,26.14,26.32,26.49,26.67,26.67,26.84,26.84,27.02,27.19,27.19,1
4143,27.37,27.37,27.37,27.54,27.72,27.89,28.07,28.25,28.25,28.42,1
4144,28.42,28.42,28.6,28.77,28.77,28.95,29.12,29.12,29.3,29.47,1
4145,29.65,29.65,29.82,29.82,29.82,29.82,30.0,30.0,30.18,30.35,1
4146,30.35,30.53,30.7,30.88,31.05,31.05,31.05,31.05,31.05,31.23,1
4147,31.23,31.4,31.4,31.58,31.75,31.75,31.93,32.11,32.11,32.11,1
4148,32.28,32.28,32.28,32.28,32.46,32.46,32.28,31.93,31.4,28.6,-1
4149,27.02,24.91,23.51,21.93,20.35,18.77,17.54,16.14,14.74,13.16,-1
4150,11.4,10.18,9.12,8.07,7.37,6.84,6.32,5.96,5.44,5.09,-1
4151,4.74,4.56,4.21,4.04,3.86,3.68,3.51,3.33,3.33,3.16,-1
4152,3.16,2.98,2.98,2.81,2.63,2.63,2.63,2.63,2.63,2.46,-1
4153,2.46,2.46,2.46,2.46,2.46,2.28,2.28,2.28,2.28,2.11,-1
4154,2.28,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,-1
4155,2.11,2.11,2.11,1.93,2.11,1.93,2.11,2.11,1.93,1.93,-1
4156,1.93,1.93,1.93,1.93,2.11,1.93,1.93,1.93,1.93,2.11,-1
4164,1.93,1.93,1.93,1.93,1.93,2.11,1.93,1.93,1.93,1.93,-1
4165,1.93,1.93,2.11,2.11,1.93,1.93,1.93,1.93,1.93,1.93,-1
4167,1.93,1.93,1.93,1.93,1.93,1.93,1.93,2.11,1.93,2.11,-1
4168,2.11,2.11,2.11,1.93,1.93,1.93,1.93,1.93,2.11,2.11,-1
4169,2.11,2.28,2.28,2.46,2.46,2.46,2.63,2.81,2.98,3.16,1
4170,3.33,3.51,3.68,3.86,4.04,4.21,4.39,4.56,4.74,5.09,1
4171,5.26,5.44,5.61,5.96,6.14,6.32,6.49,6.84,7.02,7.19,1
4172,7.54,7.72,7.89,8.25,8.42,8.77,8.95,9.12,9.47,9.47,1
4173,9.82,10.0,10.35,10.53,10.7,11.05,11.05,11.4,11.58,11.93,1
4174,12.11,12.28,12.46,12.63,12.81,12.98,13.16,13.33,13.51,13.68,1
4176,15.61,15.79,15.96,16.14,16.32,16.49,16.67,16.84,17.02,17.02,1
4177,17.19,17.37,17.54,17.72,17.72,17.89,18.07,18.25,18.42,18.6,1
4178,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,17.11,1
4179,19.63,21.98,23.83,24.66,25.84,26.85,27.85,28.86,29.7,30.37,1
4180,30.87,31.54,32.21,32.55,33.05,33.56,33.89,34.23,34.56,34.9,1
4181,35.07,35.4,35.74,35.91,36.24,36.41,36.58,36.91,37.08,37.08,1
4182,37.42,37.58,37.75,37.92,38.09,38.26,38.42,38.76,38.76,39.09,1
4183,39.09,39.26,39.43,39.6,39.77,39.93,40.1,40.27,40.6,40.6,1
4184,40.94,41.11,41.28,41.44,41.44,41.61,41.78,41.95,41.95,42.11,1
4185,42.28,42.45,42.45,42.79,42.95,43.12,43.12,43.29,43.46,43.62,1
4186,43.79,43.79,43.96,44.13,44.3,44.46,44.63,44.8,44.97,45.13,1
4187,45.3,45.3,45.47,45.64,45.81,45.97,46.14,46.31,46.48,46.64,1
4188,55.37,55.2,55.03,54.87,54.7,54.53,54.36,54.19,54.03,53.86,-1
4189,53.52,53.36,53.19,52.85,52.52,52.01,51.51,51.01,50.34,49.83,-1
4190,49.16,48.49,47.82,47.32,46.64,45.97,45.47,44.8,44.13,43.46,-1
4191,42.95,42.28,41.78,41.11,40.44,39.6,38.76,38.09,36.91,35.91,-1
4192,34.9,33.72,32.72,31.71,30.7,29.87,29.19,28.52,27.85,27.35,-1
4193,26.85,26.34,25.84,25.5,25.17,24.83,24.5,24.16,23.83,23.66,-1
4194,23.32,22.99,22.82,22.48,22.48,22.32,21.98,21.64,21.64,21.31,-1
4195,21.14,20.97,20.81,20.64,20.47,20.3,20.13,19.97,19.8,19.63,-1
4196,19.63,19.46,19.3,19.13,18.96,18.79,18.79,18.79,18.62,18.46,-1
4197,18.29,18.29,18.12,17.95,17.79,17.79,17.62,17.62,17.45,17.45,-1
4198,17.28,17.11,17.11,16.95,16.95,16.95,16.95,16.78,16.78,16.78,-1
4199,16.78,16.78,16.78,16.61,16.61,16.44,16.61,16.44,16.44,16.44,-1
4200,16.28,16.28,16.28,16.28,16.28,16.11,16.11,16.11,16.11,16.11,-1
4201,16.11,15.94,15.94,15.94,15.94,15.77,15.77,15.77,15.77,15.77,-1
4202,15.6,15.6,15.6,15.6,15.6,15.6,15.44,15.44,15.27,15.27,-1
4204,15.1,15.27,15.27,15.27,15.27,15.1,15.1,15.1,15.1,15.1,-1
4205,15.1,15.1,15.1,15.1,15.1,15.1,15.1,14.93,15.1,15.1,-1
4206,15.1,15.1,15.1,14.93,15.1,15.1,15.1,14.93,14.93,15.1,-1
4207,14.77,14.77,14.6,17.95,20.3,22.65,23.66,24.83,26.01,27.18,1
4208,28.19,28.86,29.7,30.37,30.87,31.54,31.88,32.38,32.72,33.22,1
4209,33.56,33.89,34.06,34.4,34.56,34.9,35.23,35.4,35.57,35.74,1
4210,36.07,36.24,36.41,36.58,36.74,36.91,37.08,37.25,37.58,37.58,1
4211,37.75,38.09,38.26,38.26,38.42,38.59,38.93,38.93,39.26,39.43,1
4212,39.6,39.77,39.93,40.1,40.27,40.44,40.6,40.77,40.94,41.11,1
4213,41.28,41.44,41.61,41.78,41.95,42.11,42.28,42.45,42.62,42.62,1
4214,42.79,42.95,43.12,43.12,43.29,43.46,43.62,43.79,43.96,44.13,1
4215,44.3,44.46,44.63,44.8,44.8,44.97,45.13,45.3,45.47,45.64,1
4216,45.81,45.97,46.14,46.31,46.31,46.48,46.64,46.64,46.81,46.98,1
4217,47.15,47.32,47.48,47.65,47.82,47.99,47.99,48.15,48.32,48.49,1
4218,48.49,48.66,48.83,48.83,48.99,49.16,49.33,49.5,49.66,49.66,1
4219,49.83,50.0,50.0,50.17,50.34,50.5,50.5,50.67,50.84,50.84,1
4220,51.01,51.17,51.34,51.34,51.51,51.51,51.68,51.68,51.85,52.01,1
4221,52.01,52.18,52.35,52.35,52.52,52.68,52.68,52.68,52.85,52.85,1
4222,53.02,53.02,53.02,53.19,53.19,53.36,53.52,53.52,53.69,53.69,1
4223,53.69,53.86,53.86,53.86,53.86,54.03,54.03,54.19,54.19,54.36,1
4224,54.36,54.36,54.53,54.53,54.53,54.53,54.53,54.7,54.7,54.7,1
4225,54.7,54.7,54.87,55.03,55.03,55.03,55.03,55.03,55.03,55.03,1
4226,55.03,55.2,55.2,55.2,55.2,55.37,55.37,55.37,55.54,55.37,1
4227,55.37,55.37,55.37,55.37,55.37,55.37,55.37,55.37,55.2,55.2,1
4228,50.5,50.34,50.17,50.0,49.83,49.66,49.66,49.5,49.33,49.16,-1
4229,48.83,48.49,47.99,47.65,47.32,46.81,46.48,45.97,45.47,44.97,-1
4230,44.3,43.62,42.79,41.78,40.77,39.6,38.59,37.58,36.74,35.91,-1
4231,35.07,34.4,33.56,32.89,32.21,31.54,30.87,30.2,29.53,28.86,-1
4232,28.36,27.85,27.18,26.85,26.34,26.01,25.5,25.34,25.0,24.5,-1
4233,24.16,23.66,23.32,22.99,22.82,22.48,22.15,21.98,21.64,21.31,-1
4234,21.14,20.81,20.64,20.47,19.97,19.8,19.63,19.46,19.3,19.13,-1
4235,18.96,18.79,18.62,18.46,18.29,18.29,18.12,17.95,17.95,17.79,-1
4236,17.62,17.62,17.62,17.62,17.45,17.45,17.28,17.28,17.28,17.11,-1
4237,16.95,16.95,16.95,16.95,16.78,16.78,16.78,16.61,16.61,16.61,-1
4238,16.61,16.44,16.44,16.28,16.28,16.28,16.28,16.28,16.28,16.11,-1
4239,16.11,16.11,16.11,16.11,15.94,15.94,15.94,15.94,15.94,15.94,-1
4240,15.77,15.77,15.77,15.77,15.77,15.77,15.6,15.6,15.6,15.6,-1
4241,15.6,15.44,15.44,15.44,15.6,15.44,15.44,15.44,15.44,15.44,-1
4242,15.44,15.27,15.27,15.44,15.27,15.27,15.27,15.27,15.27,15.1,-1
4243,15.1,15.27,15.1,15.1,15.27,15.1,15.1,15.1,15.1,15.1,-1
4244,14.93,15.1,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,-1
